# Collisional Ionization Equilibrium (CIE) Ion Fractions
#
# This file provides temperature-dependent ion fraction data for a set of
# astrophysically relevant elements under the assumption of collisional
# ionization equilibrium (CIE). The ion fractions represent the fractional
# abundance of each ionisation stage as a function of logarithmic temperature.
# The data are computed using the non-equilibrium multi-ion framework described in:
# Mathew, A., Mackey, J., Celeste, M., Haworth, T. J., & Mellema, G. (2025),
# A&A, 695, A73, doi:10.1051/0004-6361/202452373.
#
# This dataset is generated using the NEMOv1 framework coupled with the PION MHD code.
#
# Units:
#   Temperature: Kelvin (log10 scale)
#   Ion fractions: dimensionless
#
# Format:
#   log_T  h_1 h_2 he_1 he_2 he_3 ... fe_27
#
# All ion fractions are normalised such that, for each element:
#   sum_i f_i = 1
#
log_T h_1 h_2 he_1 he_2 he_3 c_1 c_2 c_3 c_4 c_5 c_6 c_7 n_1 n_2 n_3 n_4 n_5 n_6 n_7 n_8 o_1 o_2 o_3 o_4 o_5 o_6 o_7 o_8 o_9 ne_1 ne_2 ne_3 ne_4 ne_5 ne_6 ne_7 ne_8 ne_9 ne_10 ne_11 si_1 si_2 si_3 si_4 si_5 si_6 si_7 si_8 si_9 si_10 si_11 si_12 si_13 si_14 si_15 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 fe_1 fe_2 fe_3 fe_4 fe_5 fe_6 fe_7 fe_8 fe_9 fe_10 fe_11 fe_12 fe_13 fe_14 fe_15 fe_16 fe_17 fe_18 fe_19 fe_20 fe_21 fe_22 fe_23 fe_24 fe_25 fe_26 fe_27
4.00372160e+00 9.97167919e-01 2.83208095e-03 9.99965568e-01 3.44320702e-05 2.40996273e-11 9.71558011e-01 2.84419893e-02 3.88083160e-11 1.10666417e-12 3.15702331e-12 1.61050091e-12 1.00011303e-12 9.99307378e-01 6.92622128e-04 1.32416202e-11 1.34616168e-12 1.28467629e-12 2.62064180e-12 1.50813030e-12 9.99857706e-13 9.97501043e-01 2.49895654e-03 1.78267382e-11 3.90582196e-12 1.00000000e-12 2.20472202e-12 2.31121939e-12 1.43778100e-12 9.99797445e-13 9.99914017e-01 8.59831449e-05 2.59396237e-10 1.24905751e-11 7.39701642e-12 2.69721880e-12 1.00000000e-12 1.55002942e-12 1.95010322e-12 1.34392346e-12 9.99701237e-13 1.20265333e-01 8.79709788e-01 2.48780114e-05 6.73055686e-11 1.41478124e-10 5.66884527e-11 2.68400457e-11 1.02986251e-11 1.00000000e-12 1.28034962e-12 1.00000000e-12 1.78667180e-12 1.63867596e-12 1.24533952e-12 1.00004732e-12 6.42986137e-01 3.57013856e-01 6.22763661e-09 2.46956516e-11 4.91658745e-12 1.82696227e-11 2.30963777e-11 1.15447552e-11 1.89099834e-12 2.33329086e-12 1.46938658e-12 2.24112749e-12 1.00777018e-12 1.00000000e-12 1.55419858e-12 1.21639668e-12 1.00010115e-12 2.64593518e-02 9.73331829e-01 2.08815712e-04 1.81235583e-09 7.71549540e-10 3.98868768e-10 2.30297557e-10 1.46838537e-10 4.76383369e-12 7.48663443e-11 5.60145483e-11 4.60688099e-11 1.00000000e-12 1.66129606e-12 4.45857710e-12 2.51145331e-11 2.72890319e-11 1.91368328e-11 1.20608199e-11 2.90050289e-12 2.81404526e-12 1.00000000e-12 1.00000000e-12 1.43525658e-12 1.37346275e-12 1.14673105e-12 9.99844738e-13
4.01069927e+00 9.96302224e-01 3.69777583e-03 9.99964957e-01 3.50432404e-05 2.76278123e-11 9.64470375e-01 3.55296252e-02 7.17075455e-11 1.10964796e-12 3.16080689e-12 1.61115124e-12 1.00008772e-12 9.99074024e-01 9.25976334e-04 1.33183298e-11 1.34426680e-12 1.27786249e-12 2.62324529e-12 1.50867539e-12 1.00002600e-12 9.96730740e-01 3.26925966e-03 1.79695476e-11 3.89745932e-12 1.00000000e-12 2.18177840e-12 2.31325856e-12 1.43829227e-12 1.00025944e-12 9.99912398e-01 8.76020332e-05 2.75132499e-10 1.24478739e-11 7.35449201e-12 2.68264318e-12 1.00000000e-12 1.53174837e-12 1.95140766e-12 1.34434132e-12 9.99899240e-13 1.04606644e-01 8.95358796e-01 3.45598320e-05 6.62051421e-11 1.40661591e-10 5.63873862e-11 2.66420699e-11 1.02107568e-11 1.00000000e-12 1.28549950e-12 1.00000000e-12 1.77637398e-12 1.63924668e-12 1.24552530e-12 9.99985837e-13 5.92124828e-01 4.07875161e-01 1.08848929e-08 2.45751116e-11 4.90946607e-12 1.81951468e-11 2.32552485e-11 1.16284569e-11 1.90640157e-12 2.31324116e-12 1.48166034e-12 2.25545555e-12 1.01040007e-12 1.00000000e-12 1.55464229e-12 1.21658989e-12 1.00022188e-12 2.23194408e-02 9.77392480e-01 2.88075639e-04 1.80963085e-09 7.69590758e-10 3.97959371e-10 2.29873137e-10 1.46635252e-10 4.74489677e-12 7.48184115e-11 5.59939581e-11 4.60495073e-11 1.00000000e-12 1.64519758e-12 4.38797287e-12 2.48150459e-11 2.71577805e-11 1.90387244e-11 1.19966372e-11 2.88820513e-12 2.78933204e-12 1.00000000e-12 1.00000000e-12 1.43066790e-12 1.37344654e-12 1.14676622e-12 9.99753690e-13
4.01766735e+00 9.95411585e-01 4.58841505e-03 9.99964322e-01 3.56784615e-05 3.14983306e-11 9.57310923e-01 4.26890772e-02 1.15377615e-10 1.11276081e-12 3.16475167e-12 1.61183502e-12 9.99983583e-13 9.98831166e-01 1.16883364e-03 1.34107846e-11 1.34229327e-12 1.27086600e-12 2.62591087e-12 1.50921983e-12 1.00003828e-12 9.95939072e-01 4.06092814e-03 1.81324811e-11 3.88888409e-12 1.00000000e-12 2.15843541e-12 2.31524690e-12 1.43874233e-12 9.99973948e-13 9.99910729e-01 8.92703226e-05 2.93072275e-10 1.24033020e-11 7.31031837e-12 2.66749183e-12 1.00000000e-12 1.51318253e-12 1.95266458e-12 1.34473251e-12 9.99996500e-13 9.24429479e-02 9.07512507e-01 4.45448909e-05 6.50856908e-11 1.39812674e-10 5.60741119e-11 2.64369464e-11 1.01199333e-11 1.00000000e-12 1.29083657e-12 1.00000000e-12 1.76585036e-12 1.63986550e-12 1.24578536e-12 1.00001029e-12 5.47315262e-01 4.52684721e-01 1.64202119e-08 2.44529334e-11 4.90219871e-12 1.81195378e-11 2.34201712e-11 1.17154102e-11 1.92243202e-12 2.29307018e-12 1.49443924e-12 2.27031422e-12 1.01310655e-12 1.00000000e-12 1.55496984e-12 1.21669075e-12 9.99947021e-13 1.91843923e-02 9.80444645e-01 3.70959393e-04 1.80680858e-09 7.67558713e-10 3.97015523e-10 2.29432257e-10 1.46423890e-10 4.72531162e-12 7.47684986e-11 5.59725053e-11 4.60293984e-11 1.00000000e-12 1.62869515e-12 4.31650093e-12 2.45094439e-11 2.70218861e-11 1.89372115e-11 1.19302538e-11 2.87545756e-12 2.76395178e-12 1.00000000e-12 1.00000000e-12 1.42593740e-12 1.37341515e-12 1.14681255e-12 1.00025780e-12
4.02451849e+00 9.94226619e-01 5.77338124e-03 9.99963685e-01 3.63149551e-05 3.56805729e-11 9.48838906e-01 5.11610942e-02 1.95702403e-10 1.11562960e-12 3.16852365e-12 1.61242558e-12 1.00010157e-12 9.98513582e-01 1.48641777e-03 1.35206814e-11 1.34040281e-12 1.26399094e-12 2.62863704e-12 1.50979664e-12 9.99864440e-13 9.94893786e-01 5.10621437e-03 1.83115431e-11 3.88071916e-12 1.00000000e-12 2.13554776e-12 2.31733134e-12 1.43926258e-12 1.00003538e-12 9.99908712e-01 9.12872213e-05 3.12760528e-10 1.23583517e-11 7.26646067e-12 2.65253944e-12 1.00000000e-12 1.49505046e-12 1.95397727e-12 1.34511911e-12 1.00001230e-12 8.20979595e-02 9.17844634e-01 5.74065914e-05 6.39639636e-11 1.38966674e-10 5.57613959e-11 2.62329674e-11 1.00296044e-11 1.00000000e-12 1.29610779e-12 1.00000000e-12 1.75518252e-12 1.64046461e-12 1.24600830e-12 1.00014680e-12 5.02607010e-01 4.97392964e-01 2.55403077e-08 2.43291706e-11 4.89487548e-12 1.80420490e-11 2.35831206e-11 1.18015389e-11 1.93843302e-12 2.27321728e-12 1.50712604e-12 2.28501112e-12 1.01577226e-12 1.00000000e-12 1.55541207e-12 1.21690448e-12 1.00015399e-12 1.65856918e-02 9.82932251e-01 4.82053936e-04 1.80390090e-09 7.65489613e-10 3.96051833e-10 2.28979402e-10 1.46204655e-10 4.70561290e-12 7.47144810e-11 5.59479846e-11 4.60067774e-11 1.00000000e-12 1.61249941e-12 4.24668968e-12 2.42060131e-11 2.68854633e-11 1.88353230e-11 1.18632773e-11 2.86254699e-12 2.73853928e-12 1.00000000e-12 1.00000000e-12 1.42114678e-12 1.37344871e-12 1.14686295e-12 1.00005276e-12
4.03104033e+00 9.92212992e-01 7.78700782e-03 9.99963085e-01 3.69147771e-05 4.02855588e-11 9.35524826e-01 6.44751736e-02 4.49961766e-10 1.11718137e-12 3.17188050e-12 1.61295149e-12 1.00011464e-12 9.97933359e-01 2.06664131e-03 1.36579860e-11 1.33897431e-12 1.25803813e-12 2.63099978e-12 1.51023342e-12 9.99865106e-13 9.93097398e-01 6.90260178e-03 1.84913832e-11 3.87516659e-12 1.00000000e-12 2.11509042e-12 2.31915535e-12 1.43970024e-12 1.00013449e-12 9.99905762e-01 9.42376302e-05 3.33112044e-10 1.23179523e-11 7.22974196e-12 2.64055146e-12 1.00000000e-12 1.47887932e-12 1.95512380e-12 1.34549897e-12 1.00026321e-12 7.12500478e-02 9.28666359e-01 8.35926177e-05 6.28725280e-11 1.38238935e-10 5.54924924e-11 2.60582405e-11 9.95131933e-12 1.00000000e-12 1.30042424e-12 1.00000000e-12 1.74462038e-12 1.64102120e-12 1.24620993e-12 1.00021099e-12 4.47741880e-01 5.52258069e-01 5.06564899e-08 2.42011992e-11 4.88778369e-12 1.79580720e-11 2.37162685e-11 1.18725621e-11 1.95212262e-12 2.25479112e-12 1.51759696e-12 2.29711960e-12 1.01800104e-12 1.00000000e-12 1.55579396e-12 1.21703953e-12 9.99925990e-13 1.39784579e-02 9.85324219e-01 6.97319220e-04 1.80088162e-09 7.63478105e-10 3.95104986e-10 2.28522801e-10 1.45973849e-10 4.68746774e-12 7.46468136e-11 5.59110988e-11 4.59743635e-11 1.00000000e-12 1.59897140e-12 4.18632774e-12 2.39289873e-11 2.67617083e-11 1.87427218e-11 1.18005401e-11 2.85032661e-12 2.71495566e-12 1.00000000e-12 1.00000000e-12 1.41589762e-12 1.37336587e-12 1.14682098e-12 9.99823544e-13
4.03754445e+00 9.90150691e-01 9.84930931e-03 9.99962464e-01 3.75359679e-05 4.54011523e-11 9.22304437e-01 7.76955624e-02 7.94445412e-10 1.11878514e-12 3.17533920e-12 1.61348669e-12 1.00004465e-12 9.97332366e-01 2.66763359e-03 1.38274408e-11 1.33749613e-12 1.25197123e-12 2.63353639e-12 1.51082262e-12 1.00007276e-12 9.91259051e-01 8.74094929e-03 1.86970077e-11 3.86948458e-12 1.00000000e-12 2.09444369e-12 2.32109811e-12 1.44019009e-12 9.99860867e-13 9.99902733e-01 9.72669286e-05 3.56029383e-10 1.22760200e-11 7.19177217e-12 2.62814194e-12 1.00000000e-12 1.46262024e-12 1.95633645e-12 1.34583277e-12 1.00018005e-12 6.29275844e-02 9.36962067e-01 1.10347794e-04 6.17698992e-11 1.37485625e-10 5.52139564e-11 2.58779500e-11 9.87073333e-12 1.00000000e-12 1.30487789e-12 1.00000000e-12 1.73386198e-12 1.64160410e-12 1.24643611e-12 9.99906118e-13 4.02927691e-01 5.97072229e-01 7.96217548e-08 2.40718290e-11 4.88056079e-12 1.78730770e-11 2.38538928e-11 1.19460247e-11 1.96631198e-12 2.23626938e-12 1.52844760e-12 2.30962540e-12 1.02028855e-12 1.00000000e-12 1.55619282e-12 1.21722341e-12 1.00010978e-12 1.20152037e-02 9.87063567e-01 9.21225663e-04 1.79777307e-09 7.61400143e-10 3.94126516e-10 2.28050598e-10 1.45734961e-10 4.66877494e-12 7.45766822e-11 5.58728509e-11 4.59407562e-11 1.00000000e-12 1.58512951e-12 4.12529512e-12 2.36472961e-11 2.66340998e-11 1.86472989e-11 1.17359406e-11 2.83771728e-12 2.69083611e-12 1.00000000e-12 1.00000000e-12 1.41077693e-12 1.37356453e-12 1.14707879e-12 1.00012625e-12
4.04403040e+00 9.88038358e-01 1.19616418e-02 9.99961820e-01 3.81794595e-05 5.11328540e-11 9.09179796e-01 9.08202031e-02 1.23192216e-09 1.12051245e-12 3.17911733e-12 1.61414709e-12 9.99864142e-13 9.96709605e-01 3.29039450e-03 1.40344304e-11 1.33597829e-12 1.24576401e-12 2.63609166e-12 1.51133906e-12 1.00005344e-12 9.89377623e-01 1.06223768e-02 1.89332193e-11 3.86366967e-12 1.00000000e-12 2.07350254e-12 2.32302074e-12 1.44063609e-12 9.99926215e-13 9.99899622e-01 1.00377606e-04 3.81868161e-10 1.22324740e-11 7.15249395e-12 2.61529080e-12 1.00000000e-12 1.44621503e-12 1.95759854e-12 1.34622734e-12 9.99985126e-13 5.63416642e-02 9.43520752e-01 1.37583239e-04 6.06561132e-11 1.36705519e-10 5.49253168e-11 2.56918627e-11 9.78775977e-12 1.00000000e-12 1.30947448e-12 1.00000000e-12 1.72296561e-12 1.64224842e-12 1.24667976e-12 9.99910595e-13 3.65663391e-01 6.34336497e-01 1.11810858e-07 2.39410635e-11 4.87320472e-12 1.77870628e-11 2.39961956e-11 1.20220396e-11 1.98102607e-12 2.21765494e-12 1.53969676e-12 2.32254584e-12 1.02263666e-12 1.00000000e-12 1.55672442e-12 1.21750924e-12 1.00003708e-12 1.04837740e-02 9.88362173e-01 1.15404940e-03 1.79457475e-09 7.59252781e-10 3.93115008e-10 2.27562074e-10 1.45487610e-10 4.64951312e-12 7.45039638e-11 5.58331719e-11 4.59058951e-11 1.00000000e-12 1.57096545e-12 4.06359259e-12 2.33608768e-11 2.65024809e-11 1.85489425e-11 1.16694075e-11 2.82470270e-12 2.66616699e-12 1.00000000e-12 1.00000000e-12 1.40531669e-12 1.37350762e-12 1.14705804e-12 9.99878987e-13
4.05029020e+00 9.85349112e-01 1.46508881e-02 9.99961191e-01 3.88090223e-05 5.73052029e-11 8.95393617e-01 1.04606381e-01 1.80121121e-09 1.12219567e-12 3.18287178e-12 1.61479359e-12 1.00017579e-12 9.95986220e-01 4.01377953e-03 1.42832546e-11 1.33446270e-12 1.23961594e-12 2.63855882e-12 1.51180285e-12 9.99783363e-13 9.87035404e-01 1.29645957e-02 1.91882221e-11 3.85797608e-12 1.00000000e-12 2.05306967e-12 2.32492179e-12 1.44109513e-12 1.00002553e-12 9.99895284e-01 1.04715929e-04 4.09030899e-10 1.21889446e-11 7.11335889e-12 2.60247494e-12 1.00000000e-12 1.43020181e-12 1.95879676e-12 1.34657305e-12 9.99829801e-13 5.11060479e-02 9.48728514e-01 1.65437619e-04 5.95690576e-11 1.35930393e-10 5.46374535e-11 2.55067393e-11 9.70535068e-12 1.00000000e-12 1.31404612e-12 1.00000000e-12 1.71217113e-12 1.64284794e-12 1.24690810e-12 9.99682595e-13 3.33662064e-01 6.66337787e-01 1.48722747e-07 2.38128340e-11 4.86590567e-12 1.77024463e-11 2.41376987e-11 1.20977957e-11 1.99574166e-12 2.19957198e-12 1.55093527e-12 2.33540986e-12 1.02496096e-12 1.00000000e-12 1.55715762e-12 1.21765815e-12 1.00029368e-12 9.28004637e-03 9.89295988e-01 1.42396158e-03 1.79140849e-09 7.57112487e-10 3.92104888e-10 2.27073318e-10 1.45239677e-10 4.63033938e-12 7.44307714e-11 5.57931252e-11 4.58707371e-11 1.00000000e-12 1.55699398e-12 4.00340198e-12 2.30795690e-11 2.63714202e-11 1.84510540e-11 1.16032044e-11 2.81172246e-12 2.64178798e-12 1.00000000e-12 1.00000000e-12 1.39987765e-12 1.37337612e-12 1.14693736e-12 1.00004856e-12
4.05593478e+00 9.81091630e-01 1.89083701e-02 9.99960594e-01 3.94054879e-05 6.35542373e-11 8.74341899e-01 1.25658098e-01 3.75495295e-09 1.12216869e-12 3.18586818e-12 1.61527787e-12 1.00004577e-12 9.94678778e-01 5.32122150e-03 1.48225603e-11 1.33350151e-12 1.23458331e-12 2.64072906e-12 1.51226643e-12 9.99978237e-13 9.83239276e-01 1.67607237e-02 1.94488243e-11 3.85491009e-12 1.00000000e-12 2.03619877e-12 2.32659041e-12 1.44149994e-12 9.99974585e-13 9.99887804e-01 1.12195558e-04 4.36305643e-10 1.21536534e-11 7.08347093e-12 2.59321284e-12 1.00000000e-12 1.41705913e-12 1.95985834e-12 1.34694347e-12 1.00001593e-12 4.54179717e-02 9.54354712e-01 2.27316160e-04 5.85409752e-11 1.35313879e-10 5.44091750e-11 2.53609378e-11 9.63976879e-12 1.00000000e-12 1.31744044e-12 1.00000000e-12 1.70223728e-12 1.64334093e-12 1.24708396e-12 9.99923360e-13 2.95478523e-01 7.04521213e-01 2.64346022e-07 2.36919577e-11 4.85965588e-12 1.76174086e-11 2.42434332e-11 1.21549859e-11 2.00732557e-12 2.18407494e-12 1.55935572e-12 2.34503604e-12 1.02675757e-12 1.00000000e-12 1.55741681e-12 1.21769151e-12 9.99620254e-13 8.03372638e-03 9.90015007e-01 1.95126283e-03 1.78842697e-09 7.55187445e-10 3.91189984e-10 2.26621520e-10 1.45002801e-10 4.61400488e-12 7.43525339e-11 5.57463209e-11 4.58305191e-11 1.00000000e-12 1.54631908e-12 3.95557005e-12 2.28408556e-11 2.62621543e-11 1.83692156e-11 1.15463056e-11 2.80046582e-12 2.62083428e-12 1.00000000e-12 1.00000000e-12 1.39456136e-12 1.37339200e-12 1.14696565e-12 9.99705616e-13
4.06155790e+00 9.76762500e-01 2.32374996e-02 9.99959980e-01 4.00201252e-05 7.04508901e-11 8.53962908e-01 1.46037086e-01 6.25414931e-09 1.12217987e-12 3.18906185e-12 1.61583065e-12 9.99972883e-13 9.93334283e-01 6.66571696e-03 1.55503373e-11 1.33252565e-12 1.22947239e-12 2.64297360e-12 1.51274998e-12 1.00021817e-12 9.79381704e-01 2.06182961e-02 1.97477678e-11 3.85178382e-12 1.00000000e-12 2.01918254e-12 2.32828721e-12 1.44193089e-12 9.99935789e-13 9.99880158e-01 1.19841801e-04 4.66557862e-10 1.21172838e-11 7.05275562e-12 2.58368239e-12 1.00000000e-12 1.40382950e-12 1.96089902e-12 1.34725650e-12 1.00012244e-12 4.09002993e-02 9.58809854e-01 2.89846031e-04 5.75105943e-11 1.34679537e-10 5.41741930e-11 2.52113450e-11 9.57262767e-12 1.00000000e-12 1.32092162e-12 1.00000000e-12 1.69220567e-12 1.64390658e-12 1.24731954e-12 9.99961479e-13 2.64960295e-01 7.35039315e-01 3.90215727e-07 2.35701307e-11 4.85331078e-12 1.75316588e-11 2.43520752e-11 1.22137855e-11 2.01926095e-12 2.16851684e-12 1.56802504e-12 2.35492059e-12 1.02859358e-12 1.00000000e-12 1.55783000e-12 1.21791995e-12 1.00019559e-12 7.05495437e-03 9.90449386e-01 2.49565641e-03 1.78540234e-09 7.53210300e-10 3.90250115e-10 2.26157114e-10 1.44759149e-10 4.59726869e-12 7.42719658e-11 5.56981023e-11 4.57890898e-11 1.00000000e-12 1.53543392e-12 3.90729875e-12 2.25991620e-11 2.61501202e-11 1.82853544e-11 1.14880562e-11 2.78892090e-12 2.59951500e-12 1.00000000e-12 1.00000000e-12 1.38915552e-12 1.37340153e-12 1.14699544e-12 9.99872628e-13
4.06715685e+00 9.72354124e-01 2.76458758e-02 9.99959347e-01 4.06528755e-05 7.80819869e-11 8.34240051e-01 1.65759939e-01 9.29058912e-09 1.12210121e-12 3.19207733e-12 1.61626285e-12 1.00005817e-12 9.91951723e-01 8.04827704e-03 1.64817570e-11 1.33150066e-12 1.22424668e-12 2.64520610e-12 1.51321114e-12 1.00005525e-12 9.75458023e-01 2.45419771e-02 2.00905589e-11 3.84859740e-12 1.00000000e-12 2.00202540e-12 2.33002269e-12 1.44236588e-12 1.00033899e-12 9.99872310e-01 1.27689878e-04 5.00093291e-10 1.20798086e-11 7.02119716e-12 2.57387764e-12 1.00000000e-12 1.39052074e-12 1.96199009e-12 1.34755946e-12 9.99765169e-13 3.72273988e-02 9.62419711e-01 3.52889822e-04 5.64785333e-11 1.34026994e-10 5.39323564e-11 2.50579037e-11 9.50391213e-12 1.00000000e-12 1.32449091e-12 1.00000000e-12 1.68193466e-12 1.64436791e-12 1.24746870e-12 9.99989417e-13 2.39985494e-01 7.60013981e-01 5.24572826e-07 2.34474154e-11 4.84687196e-12 1.74452392e-11 2.44636784e-11 1.22742272e-11 2.03155667e-12 2.15290655e-12 1.57694908e-12 2.36506798e-12 1.03046920e-12 1.00000000e-12 1.55825371e-12 1.21814525e-12 1.00039376e-12 6.26632584e-03 9.90676236e-01 3.05743507e-03 1.78234057e-09 7.51180187e-10 3.89284838e-10 2.25679852e-10 1.44508578e-10 4.58012607e-12 7.41890112e-11 5.56484341e-11 4.57464190e-11 1.00000000e-12 1.52433886e-12 3.85861090e-12 2.23545774e-11 2.60352799e-11 1.81994457e-11 1.14284432e-11 2.77708357e-12 2.57783337e-12 1.00000000e-12 1.00000000e-12 1.38369330e-12 1.37343846e-12 1.14704255e-12 1.00002838e-12
4.07256768e+00 9.67443413e-01 3.25565874e-02 9.99958731e-01 4.12687110e-05 8.62014062e-11 8.15681304e-01 1.84318683e-01 1.27432242e-08 1.12209981e-12 3.19530315e-12 1.61680385e-12 9.99888593e-13 9.90537402e-01 9.46259759e-03 1.75944425e-11 1.33048393e-12 1.21909368e-12 2.64741991e-12 1.51367488e-12 1.00015517e-12 9.71194095e-01 2.88059050e-02 2.04566719e-11 3.84544848e-12 1.00000000e-12 1.98518635e-12 2.33167406e-12 1.44275838e-12 1.00003765e-12 9.99862324e-01 1.37675094e-04 5.34341394e-10 1.20423853e-11 6.98974733e-12 2.56409054e-12 1.00000000e-12 1.37755156e-12 1.96309714e-12 1.34790675e-12 1.00001066e-12 3.42656192e-02 9.65319951e-01 4.14429460e-04 5.54769217e-11 1.33377572e-10 5.36911477e-11 2.49052476e-11 9.43567872e-12 1.00000000e-12 1.32804199e-12 1.00000000e-12 1.67193631e-12 1.64491335e-12 1.24767487e-12 9.99882586e-13 2.19811579e-01 7.80187759e-01 6.61672318e-07 2.33274787e-11 4.84052027e-12 1.73606833e-11 2.45748179e-11 1.23344945e-11 2.04384805e-12 2.13770753e-12 1.58586274e-12 2.37517593e-12 1.03232839e-12 1.00000000e-12 1.55850135e-12 1.21817388e-12 9.99942635e-13 5.63506744e-03 9.90736480e-01 3.62844866e-03 1.77935321e-09 7.49163134e-10 3.88324211e-10 2.25204291e-10 1.44258636e-10 4.56308933e-12 7.41061506e-11 5.55987956e-11 4.57037733e-11 1.00000000e-12 1.51336734e-12 3.81096431e-12 2.21144379e-11 2.59210683e-11 1.81140553e-11 1.13692460e-11 2.76530632e-12 2.55643790e-12 1.00000000e-12 1.00000000e-12 1.37831686e-12 1.37353428e-12 1.14717352e-12 9.99953919e-13
4.07741930e+00 9.61063947e-01 3.89360533e-02 9.99958133e-01 4.18671202e-05 9.40361521e-11 7.95988067e-01 2.04011915e-01 1.74479979e-08 1.12189272e-12 3.19815775e-12 1.61723863e-12 9.99902423e-13 9.88751363e-01 1.12486370e-02 1.94026755e-11 1.32953892e-12 1.21437201e-12 2.64932414e-12 1.51399851e-12 1.00008569e-12 9.65674148e-01 3.43258517e-02 2.08461884e-11 3.84276662e-12 1.00000000e-12 1.97007484e-12 2.33313505e-12 1.44308890e-12 1.00018942e-12 9.99846845e-01 1.53154332e-04 5.67669435e-10 1.20085779e-11 6.96136907e-12 2.55527538e-12 1.00000000e-12 1.36591009e-12 1.96402994e-12 1.34815191e-12 1.00011326e-12 3.18862518e-02 9.67634383e-01 4.79365143e-04 5.45737396e-11 1.32796321e-10 5.34732336e-11 2.47671860e-11 9.37393032e-12 1.00000000e-12 1.33124135e-12 1.00000000e-12 1.66290137e-12 1.64546197e-12 1.24791069e-12 1.00005240e-12 2.02671256e-01 7.97327912e-01 8.31978643e-07 2.32184088e-11 4.83467798e-12 1.72829767e-11 2.46746176e-11 1.23889105e-11 2.05503069e-12 2.12408676e-12 1.59392434e-12 2.38429463e-12 1.03400576e-12 1.00000000e-12 1.55893008e-12 1.21837168e-12 9.99882242e-13 5.13268641e-03 9.90506374e-01 4.36093607e-03 1.77678364e-09 7.47329466e-10 3.87446098e-10 2.24767693e-10 1.44028209e-10 4.54755916e-12 7.40290501e-11 5.55523337e-11 4.56639051e-11 1.00000000e-12 1.50351076e-12 3.76838618e-12 2.18978090e-11 2.58171690e-11 1.80363727e-11 1.13153151e-11 2.75455181e-12 2.53703582e-12 1.00000000e-12 1.00000000e-12 1.37328091e-12 1.37345449e-12 1.14710666e-12 9.99834222e-13
4.08176986e+00 9.53343873e-01 4.66561275e-02 9.99957510e-01 4.24895318e-05 1.02163567e-10 7.70935249e-01 2.29064722e-01 2.90647612e-08 1.12041501e-12 3.20043990e-12 1.61759958e-12 1.00018787e-12 9.86241581e-01 1.37584186e-02 2.41761537e-11 1.32898103e-12 1.21039287e-12 2.65103141e-12 1.51433810e-12 9.99927232e-13 9.58821973e-01 4.11780272e-02 2.13711330e-11 3.84169162e-12 1.00000000e-12 1.95767618e-12 2.33445509e-12 1.44339140e-12 1.00010220e-12 9.99826865e-01 1.73134627e-04 6.02421489e-10 1.19818067e-11 6.93979773e-12 2.54894829e-12 1.00000000e-12 1.35645484e-12 1.96489020e-12 1.34844594e-12 1.00014470e-12 2.93286025e-02 9.70071165e-01 6.00232228e-04 5.37151336e-11 1.32328842e-10 5.32997923e-11 2.46585539e-11 9.32508014e-12 1.00000000e-12 1.33360171e-12 1.00000000e-12 1.65468450e-12 1.64581545e-12 1.24801236e-12 9.99921829e-13 1.83515671e-01 8.16483094e-01 1.23466229e-06 2.31198003e-11 4.82994959e-12 1.72078509e-11 2.47496864e-11 1.24301395e-11 2.06382726e-12 2.11262272e-12 1.59992133e-12 2.39105896e-12 1.03530614e-12 1.00000000e-12 1.55917174e-12 1.21845030e-12 1.00000869e-12 4.61675904e-03 9.89924743e-01 5.45849427e-03 1.77481467e-09 7.45706317e-10 3.86669518e-10 2.24377358e-10 1.43818144e-10 4.53451382e-12 7.39542506e-11 5.55053173e-11 4.56239634e-11 1.00000000e-12 1.49599483e-12 3.73476546e-12 2.17153478e-11 2.57317169e-11 1.79723265e-11 1.12699585e-11 2.74545668e-12 2.52061690e-12 1.00000000e-12 1.00000000e-12 1.36860746e-12 1.37354917e-12 1.14719171e-12 9.99923584e-13
