# Collisional Ionization Equilibrium (CIE) Ion Fractions
#
# This file provides temperature-dependent ion fraction data for a set of
# astrophysically relevant elements under the assumption of collisional
# ionization equilibrium (CIE). The ion fractions represent the fractional
# abundance of each ionisation stage as a function of logarithmic temperature.
# The data are computed using the non-equilibrium multi-ion framework described in:
# Mathew, A., Mackey, J., Celeste, M., Haworth, T. J., & Mellema, G. (2025),
# A&A, 695, A73, doi:10.1051/0004-6361/202452373.
#
# This dataset is generated using the NEMOv1 framework coupled with the PION MHD code.
#
# Units:
#   Temperature: Kelvin (log10 scale)
#   Ion fractions: dimensionless
#
# Format:
#   log_T  h_1 h_2 he_1 he_2 he_3 ... fe_27
#
# All ion fractions are normalised such that, for each element:
#   sum_i f_i = 1
#
log_T h_1 h_2 he_1 he_2 he_3 c_1 c_2 c_3 c_4 c_5 c_6 c_7 n_1 n_2 n_3 n_4 n_5 n_6 n_7 n_8 o_1 o_2 o_3 o_4 o_5 o_6 o_7 o_8 o_9 ne_1 ne_2 ne_3 ne_4 ne_5 ne_6 ne_7 ne_8 ne_9 ne_10 ne_11 si_1 si_2 si_3 si_4 si_5 si_6 si_7 si_8 si_9 si_10 si_11 si_12 si_13 si_14 si_15 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 fe_1 fe_2 fe_3 fe_4 fe_5 fe_6 fe_7 fe_8 fe_9 fe_10 fe_11 fe_12 fe_13 fe_14 fe_15 fe_16 fe_17 fe_18 fe_19 fe_20 fe_21 fe_22 fe_23 fe_24 fe_25 fe_26 fe_27
4.80762742e+00 3.71929426e-05 9.99962807e-01 2.17470560e-03 8.76268884e-01 1.21556411e-01 2.29729015e-04 1.24254669e-01 8.62325007e-01 1.31494248e-02 4.11703124e-05 1.69218918e-12 9.99928416e-13 6.10562930e-04 2.82600794e-01 6.93433621e-01 2.33542915e-02 7.30517873e-07 6.20952845e-12 1.58273328e-12 1.00004391e-12 5.39065083e-04 2.87231384e-01 7.00350744e-01 1.18784321e-02 3.75498529e-07 1.00000000e-12 2.63789062e-12 1.50713731e-12 9.99984789e-13 5.13453876e-04 5.12973767e-01 4.83155012e-01 3.35772267e-03 4.42560163e-08 2.12065330e-12 1.00000000e-12 1.00000000e-12 2.17226756e-12 1.40276191e-12 9.99923495e-13 9.05663314e-06 1.43875976e-02 6.32145697e-01 2.07694857e-01 1.45762791e-01 5.41713067e-11 1.78096152e-11 6.39601754e-12 1.90858114e-12 1.49350903e-12 1.00000000e-12 1.00000000e-12 1.76712523e-12 1.28853541e-12 1.00007697e-12 2.50781300e-05 2.07596552e-02 6.80384437e-01 2.94698375e-01 4.13224114e-03 2.13974751e-07 4.56081467e-11 1.94214765e-11 4.87332650e-12 1.72298458e-12 2.14146752e-12 2.15401491e-12 1.00000000e-12 1.00000000e-12 1.65544800e-12 1.25321010e-12 1.00009066e-12 1.93413185e-12 2.21671178e-06 1.83579003e-02 8.16865711e-01 1.64469055e-01 3.05111242e-04 5.69877992e-09 9.78183369e-11 3.04704139e-12 5.45678903e-11 4.22008554e-11 3.45502129e-11 1.00006415e-12 1.00000000e-12 1.10833255e-12 4.14480185e-12 1.45466119e-11 9.65593391e-12 5.83015609e-12 1.70740516e-12 1.02378693e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.40858412e-12 1.16464078e-12 9.99745573e-13
4.81460679e+00 3.49224812e-05 9.99965078e-01 2.01444420e-03 8.56472929e-01 1.41512627e-01 2.08412619e-04 1.16857170e-01 8.67542283e-01 1.53331884e-02 5.89461447e-05 1.69296666e-12 9.99933136e-13 5.53672660e-04 2.65741940e-01 7.06587268e-01 2.71160551e-02 1.06394076e-06 9.22245265e-12 1.58346804e-12 1.00010731e-12 4.89719259e-04 2.69384315e-01 7.16073129e-01 1.40522822e-02 5.54988825e-07 1.00000000e-12 2.64165562e-12 1.50788111e-12 1.00037195e-12 4.80055592e-04 4.88856902e-01 5.06507782e-01 4.15518849e-03 7.11247965e-08 2.11123096e-12 1.00000000e-12 1.00000000e-12 2.17493524e-12 1.40341115e-12 9.99909313e-13 7.94379145e-06 1.28892674e-02 5.94365388e-01 2.16357357e-01 1.76380044e-01 5.78720334e-11 1.77096890e-11 6.35426482e-12 1.92187274e-12 1.49657076e-12 1.00000000e-12 1.00000000e-12 1.76884110e-12 1.28908919e-12 1.00012761e-12 2.25606383e-05 1.92414089e-02 6.62317452e-01 3.13391078e-01 5.02718082e-03 3.19505166e-07 5.20126179e-11 1.94818029e-11 4.92406915e-12 1.73199957e-12 2.14748086e-12 2.14866103e-12 1.00000000e-12 1.00000000e-12 1.65667945e-12 1.25353962e-12 9.99980453e-13 1.50512705e-12 1.80209859e-06 1.59081391e-02 7.92767291e-01 1.90875934e-01 4.46822583e-04 1.10689936e-08 9.79312799e-11 3.05104191e-12 5.46735727e-11 4.22949124e-11 3.46262168e-11 1.00454673e-12 1.00000000e-12 1.09644303e-12 4.07733049e-12 1.44956979e-11 9.60885590e-12 5.80176318e-12 1.70376640e-12 1.02134023e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.40929580e-12 1.16495403e-12 9.99849970e-13
4.82158912e+00 3.28213468e-05 9.99967179e-01 1.87380720e-03 8.36772872e-01 1.61353321e-01 1.89929006e-04 1.10266659e-01 8.71890606e-01 1.75721876e-02 8.06184873e-05 1.69375358e-12 1.00006673e-12 5.04927602e-04 2.50874842e-01 7.17733486e-01 3.08852830e-02 1.46116025e-06 1.37649889e-11 1.58417044e-12 1.00020879e-12 4.47875820e-04 2.53947226e-01 7.29386703e-01 1.62174272e-02 7.68048120e-07 1.00000000e-12 2.64544743e-12 1.50857431e-12 9.99836473e-13 4.51618790e-04 4.67962712e-01 5.26621118e-01 4.96444665e-03 1.04366355e-07 2.10198514e-12 1.00000000e-12 1.00000000e-12 2.17771264e-12 1.40408090e-12 9.99905269e-13 6.96447032e-06 1.15373078e-02 5.57351868e-01 2.22960043e-01 2.08143817e-01 6.27618244e-11 1.76071057e-11 6.31148190e-12 1.93587208e-12 1.49976337e-12 1.00000000e-12 1.00000000e-12 1.77060357e-12 1.28965223e-12 1.00015242e-12 2.04068766e-05 1.79178551e-02 6.45384499e-01 3.30704798e-01 5.97199132e-03 4.49671981e-07 6.17626776e-11 1.95442926e-11 4.97741680e-12 1.74137822e-12 2.15370608e-12 2.14317773e-12 1.00000000e-12 1.00000000e-12 1.65823503e-12 1.25407996e-12 1.00007615e-12 1.18071431e-12 1.47694287e-06 1.38803007e-02 7.68870499e-01 2.16631158e-01 6.16545761e-04 1.92264801e-08 9.80497938e-11 3.05521143e-12 5.47838598e-11 4.23931260e-11 3.47055748e-11 1.00924897e-12 1.00000000e-12 1.08426266e-12 4.00898925e-12 1.44427610e-11 9.56004508e-12 5.77232487e-12 1.69997245e-12 1.01879054e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.40997242e-12 1.16522673e-12 9.99889544e-13
4.82851392e+00 3.08763050e-05 9.99969124e-01 1.73857510e-03 8.13647687e-01 1.84613738e-01 1.72862549e-04 1.03914507e-01 8.75560667e-01 2.02395111e-02 1.12452503e-04 1.69460314e-12 1.00011403e-12 4.59103604e-04 2.36157451e-01 7.28046038e-01 3.53353395e-02 2.06795386e-06 2.31429261e-11 1.58493492e-12 1.00012047e-12 4.08066890e-04 2.38566978e-01 7.42153107e-01 1.88707471e-02 1.10110703e-06 1.00000000e-12 2.64930660e-12 1.50932295e-12 9.99956120e-13 4.22837370e-04 4.45976921e-01 5.47588105e-01 6.01197413e-03 1.62276779e-07 2.09355735e-12 1.00000000e-12 1.00000000e-12 2.18045635e-12 1.40474679e-12 9.99924543e-13 6.04543554e-06 1.02251900e-02 5.17386621e-01 2.27809841e-01 2.44572302e-01 7.53779255e-11 1.75029214e-11 6.26815002e-12 1.94945265e-12 1.50289370e-12 1.00000000e-12 1.00000000e-12 1.77216154e-12 1.29005618e-12 9.99850581e-13 1.84015869e-05 1.66342097e-02 6.27339244e-01 3.48873945e-01 7.13354877e-03 6.50219837e-07 8.11260580e-11 1.96026822e-11 5.02956383e-12 1.75054116e-12 2.15945446e-12 2.13744986e-12 1.00000000e-12 1.00000000e-12 1.65958872e-12 1.25451748e-12 1.00012972e-12 1.00000000e-12 1.20232845e-06 1.20176136e-02 7.40645996e-01 2.46462568e-01 8.72583639e-04 3.60899662e-08 9.81752112e-11 3.05902109e-12 5.48952776e-11 4.24920198e-11 3.47855114e-11 1.01389759e-12 1.00000000e-12 1.07259883e-12 3.94175844e-12 1.43924182e-11 9.51304853e-12 5.74382917e-12 1.69636328e-12 1.01645107e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41068091e-12 1.16552738e-12 9.99784562e-13
4.83534187e+00 2.90771358e-05 9.99970923e-01 1.60181851e-03 7.84790090e-01 2.13608091e-01 1.56471524e-04 9.74881392e-02 8.78529837e-01 2.36617754e-02 1.63777125e-04 1.69529852e-12 1.00015152e-12 4.13759857e-04 2.20667249e-01 7.37880156e-01 4.10357380e-02 3.09652901e-06 4.53321467e-11 1.58561289e-12 9.99995618e-13 3.67921128e-04 2.22161534e-01 7.55038222e-01 2.24306391e-02 1.68290612e-06 1.00000000e-12 2.65287072e-12 1.50998163e-12 1.00021719e-12 3.91447549e-04 4.20954787e-01 5.71150035e-01 7.50345487e-03 2.75277783e-07 2.08816444e-12 1.00000000e-12 1.00000000e-12 2.18300140e-12 1.40535195e-12 9.99650557e-13 5.15306141e-06 8.90253996e-03 4.72336949e-01 2.30537896e-01 2.88217461e-01 1.05848231e-10 1.73980926e-11 6.22469955e-12 1.96155489e-12 1.50578675e-12 1.00000000e-12 1.00000000e-12 1.77378092e-12 1.29055375e-12 1.00010951e-12 1.64415273e-05 1.53123845e-02 6.06749983e-01 3.69235621e-01 8.68457513e-03 9.94696558e-07 1.25533369e-10 1.96514494e-11 5.07695657e-12 1.75897064e-12 2.16411996e-12 2.13137655e-12 1.00000000e-12 1.00000000e-12 1.66098687e-12 1.25500561e-12 1.00000408e-12 1.00000000e-12 9.63280673e-07 1.02309996e-02 7.05399472e-01 2.83073701e-01 1.29478838e-03 7.55937457e-08 9.83166562e-11 3.06199616e-12 5.50046361e-11 4.25884014e-11 3.48634777e-11 1.01823889e-12 1.00000000e-12 1.06213126e-12 3.87729118e-12 1.43487749e-11 9.47099637e-12 5.71803360e-12 1.69324442e-12 1.01460145e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41134885e-12 1.16580464e-12 9.99785261e-13
4.84218618e+00 2.74021702e-05 9.99972598e-01 1.48150117e-03 7.56811762e-01 2.41706736e-01 1.42213381e-04 9.17423303e-02 8.80718061e-01 2.71706412e-02 2.26754375e-04 1.69606429e-12 9.99958337e-13 3.75002566e-04 2.07047437e-01 7.45836415e-01 4.67368130e-02 4.33311671e-06 8.00025477e-11 1.58628868e-12 9.99980983e-13 3.34030081e-04 2.08034420e-01 7.65653419e-01 2.59757484e-02 2.38221207e-06 1.00000000e-12 2.65653078e-12 1.51067066e-12 9.99967278e-13 3.64967063e-04 3.99512954e-01 5.91107847e-01 9.01381530e-03 4.17341755e-07 2.08631871e-12 1.00000000e-12 1.00000000e-12 2.18557388e-12 1.40592535e-12 9.99882372e-13 4.38921187e-06 7.74328285e-03 4.30120499e-01 2.30897828e-01 3.31234001e-01 1.44946208e-10 1.72905180e-11 6.18019661e-12 1.97428683e-12 1.50880387e-12 1.00000000e-12 1.00000000e-12 1.77546518e-12 1.29105864e-12 9.99937493e-13 1.47674824e-05 1.41610123e-02 5.87566260e-01 3.87935635e-01 1.03209015e-02 1.42415891e-06 1.95959485e-10 1.97019778e-11 5.12675751e-12 1.76774594e-12 2.16895073e-12 2.12515165e-12 1.00000000e-12 1.00000000e-12 1.66240651e-12 1.25547541e-12 9.99887375e-13 1.00000000e-12 7.78253818e-07 8.77480263e-03 6.71908310e-01 3.17522109e-01 1.79386315e-03 1.36580847e-07 9.84853617e-11 3.06509583e-12 5.51188123e-11 4.26890858e-11 3.49449202e-11 1.02279266e-12 1.00000000e-12 1.05138876e-12 3.81201757e-12 1.43033644e-11 9.42736564e-12 5.69127358e-12 1.68999133e-12 1.01267215e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41204763e-12 1.16609691e-12 9.99729236e-13
4.84904610e+00 2.58393384e-05 9.99974161e-01 1.37474393e-03 7.29681678e-01 2.68943578e-01 1.29733936e-04 8.65745315e-02 8.82229423e-01 3.07638566e-02 3.02454456e-04 1.69684410e-12 9.99998270e-13 3.41603253e-04 1.94982741e-01 7.52249512e-01 5.24203615e-02 5.78143750e-06 1.30472677e-10 1.58706072e-12 1.00002815e-12 3.05115591e-04 1.95744901e-01 7.74453810e-01 2.94929769e-02 3.19679829e-06 1.00000000e-12 2.66032936e-12 1.51135946e-12 9.99981153e-13 3.42359025e-04 3.80935774e-01 6.08190618e-01 1.05306615e-02 5.87940156e-07 2.08896123e-12 1.00000000e-12 1.00000000e-12 2.18832774e-12 1.40657247e-12 1.00003126e-12 3.73751671e-06 6.73129747e-03 3.90904826e-01 2.29286174e-01 3.73073965e-01 1.92694171e-10 1.71801153e-11 6.13461358e-12 1.98769563e-12 1.51195243e-12 1.00000000e-12 1.00000000e-12 1.77735786e-12 1.29170812e-12 1.00010914e-12 1.33274460e-05 1.31512122e-02 5.69657660e-01 4.05143322e-01 1.20325340e-02 1.94325044e-06 3.00317688e-10 1.97543518e-11 5.17914210e-12 1.77688653e-12 2.17395451e-12 2.11877095e-12 1.00000000e-12 1.00000000e-12 1.66376005e-12 1.25587518e-12 9.99813811e-13 1.00000000e-12 6.33242826e-07 7.57298544e-03 6.40095675e-01 3.49961463e-01 2.36901893e-03 2.24234957e-07 9.86950813e-11 3.06832733e-12 5.52381026e-11 4.27943418e-11 3.50300557e-11 1.02757373e-12 1.00000000e-12 1.04036303e-12 3.74593834e-12 1.42560888e-11 9.38207683e-12 5.66350076e-12 1.68659601e-12 1.01065841e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41277943e-12 1.16640449e-12 9.99977411e-13
4.85583291e+00 2.43906469e-05 9.99975609e-01 1.26793655e-03 6.98189511e-01 3.00542553e-01 1.18052573e-04 8.15097887e-02 8.82850784e-01 3.51065990e-02 4.14776138e-04 3.30476735e-12 1.94754192e-12 3.09683093e-04 1.82821338e-01 7.57622228e-01 5.92387189e-02 8.03225445e-06 2.35797057e-10 1.58786437e-12 1.00048352e-12 2.77083833e-04 1.83230593e-01 7.82584277e-01 3.39035492e-02 4.49743583e-06 1.08568849e-12 2.66419426e-12 1.51212324e-12 1.00026635e-12 3.18793156e-04 3.60875305e-01 6.26261391e-01 1.25436198e-02 8.91631960e-07 2.11282133e-12 1.00000000e-12 1.00000000e-12 2.19099100e-12 1.40718882e-12 1.00014410e-12 3.13864908e-06 5.77120308e-03 3.50413163e-01 2.25260045e-01 4.18552450e-01 3.16520536e-10 1.70676024e-11 6.08861101e-12 2.00032332e-12 1.51493376e-12 1.00000000e-12 1.00000000e-12 1.77888834e-12 1.29210061e-12 9.99790426e-13 1.19678297e-05 1.21543679e-02 5.50375411e-01 4.23296275e-01 1.41592252e-02 2.75280806e-06 5.10959727e-10 1.98015784e-11 5.22905783e-12 1.78561210e-12 2.17833682e-12 2.11214413e-12 1.00000000e-12 1.00000000e-12 1.66519772e-12 1.25635173e-12 9.99963070e-13 1.00000000e-12 5.09298536e-07 6.45375833e-03 6.03490948e-01 3.86822254e-01 3.23212524e-03 4.04132684e-07 9.90639049e-11 3.07111738e-12 5.53583779e-11 4.28999497e-11 3.51155194e-11 1.03222035e-12 1.00000000e-12 1.03000365e-12 3.68149729e-12 1.42123412e-11 9.33944322e-12 5.63716971e-12 1.68345780e-12 1.00890663e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41348704e-12 1.16669733e-12 9.99662668e-13
4.86254427e+00 2.30471818e-05 9.99976953e-01 1.16064808e-03 6.62182547e-01 3.36656805e-01 1.06997983e-04 7.64823851e-02 8.82437512e-01 4.03901697e-02 5.82935549e-04 3.51219889e-12 2.06821365e-12 2.78895525e-04 1.70449007e-01 7.61783606e-01 6.74769709e-02 1.15201906e-05 4.56253356e-10 1.58848884e-12 1.00007847e-12 2.49714815e-04 1.70408577e-01 7.89899950e-01 3.94351968e-02 6.56186866e-06 1.97256520e-12 2.66777084e-12 1.51279272e-12 1.00010266e-12 2.94268132e-04 3.39325307e-01 6.45187531e-01 1.51914754e-02 1.41852946e-06 2.18913615e-12 1.00000000e-12 1.00000000e-12 2.19346066e-12 1.40773546e-12 9.99919517e-13 2.59157451e-06 4.86633477e-03 3.09098037e-01 2.18676034e-01 4.67357002e-01 5.61304275e-10 1.69530541e-11 6.04231442e-12 2.01171275e-12 1.51766136e-12 1.00000000e-12 1.00000000e-12 1.78054657e-12 1.29261630e-12 1.00002449e-12 1.06718521e-05 1.11595843e-02 5.29422110e-01 4.42571212e-01 1.68323944e-02 4.02651309e-06 9.44211564e-10 1.98416841e-11 5.27495299e-12 1.79370351e-12 2.18187221e-12 2.10523214e-12 1.00000000e-12 1.00000000e-12 1.66662159e-12 1.25684248e-12 9.99992503e-13 1.00000000e-12 4.03983209e-07 5.41916668e-03 5.62326643e-01 4.27744966e-01 4.50804974e-03 7.69638109e-07 9.99027422e-11 3.07329590e-12 5.54786038e-11 4.30048121e-11 3.52004390e-11 1.03662548e-12 1.00000000e-12 1.02054631e-12 3.61923059e-12 1.41736562e-11 9.30065401e-12 5.61295447e-12 1.68069290e-12 1.00751898e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41422503e-12 1.16702320e-12 1.00004684e-12
4.86929326e+00 2.17850714e-05 9.99978215e-01 1.06610079e-03 6.28321565e-01 3.70612334e-01 9.72818914e-05 7.19381718e-02 8.81377528e-01 4.58006251e-02 7.86393048e-04 3.53831698e-12 2.08303883e-12 2.52391884e-04 1.59500878e-01 7.64550913e-01 7.56801722e-02 1.56441271e-05 7.87941151e-10 1.58926737e-12 9.99834040e-13 2.26421686e-04 1.59276315e-01 7.95561028e-01 4.49272370e-02 8.99830960e-06 3.31856215e-12 2.67142357e-12 1.51344736e-12 9.99961087e-13 2.73481447e-04 3.20801294e-01 6.61072338e-01 1.78508241e-02 2.06215574e-06 2.31884990e-12 1.00000000e-12 1.00000000e-12 2.19609747e-12 1.40834094e-12 9.99896014e-13 2.14196369e-06 4.10685683e-03 2.72585367e-01 2.10917092e-01 5.12388540e-01 8.52294661e-10 1.68354132e-11 5.99485442e-12 2.02370964e-12 1.52051169e-12 1.00000000e-12 1.00000000e-12 1.78234865e-12 1.29320686e-12 1.00012755e-12 9.55854444e-06 1.02876445e-02 5.09936907e-01 4.60131248e-01 1.96290579e-02 5.58291998e-06 1.60584664e-09 1.98833254e-11 5.32326441e-12 1.80214764e-12 2.18553997e-12 2.09813242e-12 1.00000000e-12 1.00000000e-12 1.66801521e-12 1.25728564e-12 1.00003700e-12 1.00000000e-12 3.22982763e-07 4.58389403e-03 5.24775377e-01 4.64683136e-01 5.95596868e-03 1.30103080e-06 1.01421403e-10 3.07556956e-12 5.56044554e-11 4.31146424e-11 3.52893769e-11 1.04125652e-12 1.00000000e-12 1.01080887e-12 3.55612697e-12 1.41332948e-11 9.26030241e-12 5.58777120e-12 1.67780180e-12 1.00606720e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41489375e-12 1.16728002e-12 9.99987001e-13
4.87607682e+00 2.05978536e-05 9.99979402e-01 9.82236123e-04 5.96440207e-01 4.02577557e-01 8.87031950e-05 6.78120937e-02 8.79737262e-01 5.13335629e-02 1.02837833e-03 3.31593752e-12 1.95117301e-12 2.29423128e-04 1.49752981e-01 7.66170168e-01 8.38270105e-02 2.04166818e-05 1.25861245e-09 1.58997952e-12 1.00011386e-12 2.06420531e-04 1.49527181e-01 7.99890662e-01 5.03639361e-02 1.18004677e-05 5.21933801e-12 2.67545504e-12 1.51425106e-12 1.00017919e-12 2.55669779e-04 3.04714274e-01 6.74521912e-01 2.05053245e-02 2.81958992e-06 2.51411603e-12 1.00000000e-12 1.00000000e-12 2.19888102e-12 1.40899123e-12 1.00012701e-12 1.77304821e-06 3.47071214e-03 2.40465506e-01 2.02415646e-01 5.53646362e-01 1.18632882e-09 1.67146283e-11 5.94621696e-12 2.03635589e-12 1.52349135e-12 1.00000000e-12 1.00000000e-12 1.78398642e-12 1.29364646e-12 1.00005143e-12 8.59677159e-06 9.51922096e-03 4.91783454e-01 4.76146624e-01 2.25346647e-02 7.43695031e-06 2.56063268e-09 1.99265649e-11 5.37415584e-12 1.81096254e-12 2.18934527e-12 2.09084179e-12 1.00000000e-12 1.00000000e-12 1.66965117e-12 1.25788455e-12 1.00021510e-12 1.00000000e-12 2.59993791e-07 3.90200924e-03 4.90416752e-01 4.98110233e-01 7.56871535e-03 2.03059883e-06 1.03973206e-10 3.07794324e-12 5.57362538e-11 4.32297295e-11 3.53825665e-11 1.04612823e-12 1.00000000e-12 1.00078497e-12 3.49220911e-12 1.40911722e-11 9.21831849e-12 5.56157717e-12 1.67477757e-12 1.00454769e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41567308e-12 1.16761543e-12 9.99919040e-13
4.88279722e+00 1.94942389e-05 9.99980506e-01 8.97213192e-04 5.60762271e-01 4.38340516e-01 8.06230630e-05 6.37370239e-02 8.76829165e-01 5.79711751e-02 1.38201324e-03 3.75346783e-12 2.20768605e-12 2.07369884e-04 1.39889994e-01 7.66344059e-01 9.35308570e-02 2.77187372e-05 2.21315842e-09 2.41252179e-12 1.51712320e-12 1.86942239e-04 1.39553486e-01 8.03100592e-01 5.71427719e-02 1.62084649e-05 9.41946776e-12 2.67975291e-12 1.51525245e-12 1.00046286e-12 2.37000639e-04 2.87310193e-01 6.88444625e-01 2.40040404e-02 4.14005167e-06 3.01985906e-12 1.00024935e-12 1.00000000e-12 2.20151117e-12 1.40957773e-12 9.99962260e-13 1.44662498e-06 2.89129091e-03 2.09139100e-01 1.92136911e-01 5.95831249e-01 2.01935885e-09 1.65906826e-11 5.89714075e-12 2.04807805e-12 1.52623263e-12 1.00000000e-12 1.00000000e-12 1.78579648e-12 1.29423174e-12 9.99960745e-13 7.68704366e-06 8.75898137e-03 4.72348736e-01 4.92765877e-01 2.61084352e-02 1.02785277e-05 4.43182342e-09 1.99647838e-11 5.42200192e-12 1.81927699e-12 2.19253953e-12 2.08333241e-12 1.00000000e-12 1.00000000e-12 1.67111088e-12 1.25836738e-12 1.00015014e-12 1.00000000e-12 2.06330757e-07 3.27154053e-03 4.52529883e-01 5.34286417e-01 9.90849244e-03 3.46075377e-06 1.10902951e-10 3.07990792e-12 5.58698184e-11 4.33457206e-11 3.54765401e-11 1.05083611e-12 1.00000000e-12 1.00000000e-12 3.43005233e-12 1.40525846e-11 9.17911341e-12 5.53692338e-12 1.67201301e-12 1.00328226e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41639564e-12 1.16790953e-12 9.99894915e-13
4.88947216e+00 1.84658804e-05 9.99981534e-01 8.12735551e-04 5.22327472e-01 4.76859792e-01 7.29952601e-05 5.97052940e-02 8.72506517e-01 6.58246872e-02 1.89050684e-03 3.83446391e-12 2.25439120e-12 1.86289766e-04 1.29983097e-01 7.64885928e-01 1.04906168e-01 3.85133065e-05 4.07524384e-09 2.62388081e-12 1.64944600e-12 1.68142040e-04 1.29481310e-01 8.04960714e-01 6.53669678e-02 2.28662020e-05 1.81351592e-11 2.68275720e-12 1.51558001e-12 1.00000299e-12 2.17940978e-04 2.69053792e-01 7.02289261e-01 2.84327120e-02 6.29453249e-06 4.19610911e-12 1.00088728e-12 1.00000000e-12 2.20412207e-12 1.41019415e-12 1.00001029e-12 1.16322014e-06 2.37427600e-03 1.79377757e-01 1.80428870e-01 6.37817930e-01 3.50456514e-09 1.64633145e-11 5.84759168e-12 2.05866302e-12 1.52869197e-12 1.00000000e-12 1.00000000e-12 1.78733443e-12 1.29464526e-12 9.99680314e-13 6.82912499e-06 8.01046053e-03 4.51722422e-01 5.09786805e-01 3.04589336e-02 1.45418433e-05 8.03437258e-09 1.99972377e-11 5.46607360e-12 1.82699770e-12 2.19503550e-12 2.07557597e-12 1.00000000e-12 1.00000000e-12 1.67226390e-12 1.25863975e-12 9.99979239e-13 1.00000000e-12 1.61561287e-07 2.70417757e-03 4.12616838e-01 5.71525859e-01 1.31468406e-02 6.12357566e-06 1.29204437e-10 3.08139858e-12 5.60050344e-11 4.34624065e-11 3.55711371e-11 1.05533425e-12 1.00000000e-12 1.00000000e-12 3.36973669e-12 1.40181259e-11 9.14313500e-12 5.51406234e-12 1.66955434e-12 1.00231229e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41724288e-12 1.16831333e-12 1.00006775e-12
4.89620584e+00 1.74922758e-05 9.99982508e-01 7.39057361e-04 4.87317402e-01 5.11943540e-01 6.62376366e-05 5.60271688e-02 8.67567585e-01 7.38402848e-02 2.49872392e-03 4.01979637e-12 2.36229380e-12 1.68053841e-04 1.21174109e-01 7.62428485e-01 1.16178229e-01 5.11163441e-05 6.80105841e-09 2.69514806e-12 1.69344544e-12 1.52042218e-04 1.20675984e-01 8.05635817e-01 7.35055380e-02 3.06193602e-05 3.10328365e-11 3.21598479e-12 1.81509851e-12 1.19757578e-12 2.01723254e-04 2.53307309e-01 7.13627831e-01 3.28542632e-02 8.87348731e-06 6.02425028e-12 1.00153885e-12 1.00000000e-12 2.20697795e-12 1.41091629e-12 1.00008083e-12 9.38737441e-07 1.95679950e-03 1.54293312e-01 1.69069965e-01 6.74678979e-01 5.17360471e-09 1.63324307e-11 5.79675029e-12 2.06982950e-12 1.53126763e-12 1.00000000e-12 1.00000000e-12 1.78904588e-12 1.29515135e-12 9.99684847e-13 6.08982179e-06 7.35191007e-03 4.32572526e-01 5.25071536e-01 3.49782509e-02 1.96741776e-05 1.33823455e-08 2.00310147e-11 5.51255389e-12 1.83507615e-12 2.19763066e-12 2.06759080e-12 1.00000000e-12 1.00000000e-12 1.67376969e-12 1.25914969e-12 9.99936691e-13 1.00000000e-12 1.27548903e-07 2.25312044e-03 3.77469024e-01 6.03568255e-01 1.66996569e-02 9.81643015e-06 1.62779372e-10 3.08295761e-12 5.61470082e-11 4.35849920e-11 3.56705118e-11 1.06007520e-12 1.00000000e-12 1.00000000e-12 3.30854025e-12 1.39820619e-11 9.10559364e-12 5.49021842e-12 1.66697593e-12 1.00129405e-12 1.00000000e-12 1.00000000e-12 1.00000000e-12 1.41783289e-12 1.16849138e-12 1.00000705e-12
